major_mean,major_std,minor_mean,minor_std,aspect_ratio_mean,aspect_ratio_std,contour_area_mean,contour_area_std,roughness_mean,roughness_std,solidity_mean,solidity_std,mean_red_mean,mean_green_mean,mean_blue_mean
0.6656665937264133,0.10469653105669448,0.4245096930884842,0.12672308031856347,0.26707506455038144,0.12762036297007553,0.47454299259202476,0.09965082928057005,0.4557522568350304,0.25205047459813673,0.9216944965349777,0.06300136646662376,0.4013792430315387,0.6117177035560765,0.7257724285928091
0.6030784817297749,0.2129999290029208,0.4244880486614573,0.1546654167963317,0.30567656300246154,0.18282982041689172,0.4324982603005596,0.16821579726445246,0.3103434116883056,0.199069562733587,0.8892068240559375,0.07389142371556805,0.4231373373597401,0.7205713217769378,0.8380014060939188
0.5863931636979004,0.39188969510777405,0.4524442810692757,0.48805591399116977,0.3360720922492617,0.3407191315264646,0.42338394132624485,0.41955703398981964,0.4174507393420256,0.2646258279464325,0.7799511433362586,0.1749846165691989,0.5422974170251917,0.7274705098372586,0.7622021961631215
0.6541499032170723,0.602802280598031,0.7270247480932548,0.7465050167928262,0.4145773914065448,0.23808511145196903,0.5828355761396075,0.6803965331109129,0.4033338659810303,0.29621802633750194,0.687857531752284,0.27190305898522527,0.5979601659230027,0.80536312314371,0.8059160500699265
0.6009026914662557,0.2513353264623295,0.35163148953759316,0.1821400175039491,0.2682677500063055,0.16530929300856265,0.39428275794516826,0.21011102724263256,0.5046016210650242,0.26379822157635746,0.8728383832678185,0.08730499317577266,0.739682216490279,0.6537975873981523,0.5822812836955532
0.5628779060862431,0.19725304205621597,0.28030986899490556,0.1352690135531859,0.2546801276827657,0.17019080366636627,0.3468551022282497,0.13843919118377565,0.6872502671208572,0.32280297314664896,0.9247758573395924,0.06827869345992921,0.6213798734261805,0.6225277867575467,0.5674949841360599
0.6955715549138983,0.16258223474605132,0.20784625312798405,0.11812438245244014,0.14309759268667577,0.11242819382829294,0.3778524892048748,0.13721963489608516,0.4252392862557222,0.296987122439678,0.9099257376892684,0.08749059912386978,0.5880123001558755,0.6591290322717518,0.6519710371856167
0.5622373187794897,0.23930899436102948,0.3206969848729227,0.20110239417832726,0.27324913926957417,0.11701550169291537,0.36979146246584377,0.23031566751444524,0.22512156470887776,0.4833371798024174,0.9190631409835218,0.042216303561864496,0.4978757127313754,0.7547853026589866,0.7995550218931263
0.5299078630656696,0.15599247308531217,0.365579999156212,0.10814982121634942,0.32084455064442197,0.1266360176927512,0.3693374789799522,0.11951013218663954,0.4747223945352624,0.7757811432074687,0.9223813846956492,0.043495907809929686,0.39226261502698706,0.6128510689948735,0.6276867991081286
0.5426924910685313,0.17961623408054894,0.24659440559589732,0.12157483400723289,0.2448738735794009,0.05612141985774358,0.32345051691727567,0.1594921433957866,0.5785234718632574,0.9081457888812131,0.9331371779019298,0.047152940111977716,0.6002409637363817,0.6670323484246616,0.6307295101029313
0.6336674767867828,0.20730708038020548,0.48659997419614004,0.04801361159901669,0.31958093596025794,0.15857990632442057,0.4746025435891457,0.1279269454518711,0.3054651409194309,0.40820747014388886,0.8702229759872152,0.09757777798207133,0.42991119421811547,0.6935632462708377,0.742403564563781
0.6747016340606972,0.429023803593557,0.4640162856733377,0.19463380931077678,0.3153965454883989,0.3774824732035506,0.4733171636695906,0.29617625876288867,0.4622014345154802,0.3414265027212727,0.7723712077990179,0.147735157116175,0.30099104515470493,0.5576559399790896,0.65151611004949
0.4052286117754345,0.7695515246242416,0.4801361914946074,0.41594105156507594,0.5784593637907414,0.6908438010037655,0.328234151302131,0.5384644115924513,0.5262301223252975,0.623655141594008,0.6138390649546713,0.26193803474217814,0.3139757901521779,0.443043672988207,0.47797166992358064
0.4128323329678809,0.4345498899820827,0.4285588921076499,0.3918051393738796,0.45266157362653514,0.2288670059256493,0.21519653587360887,0.3758580937395473,0.46452732199111985,0.4925942113328391,0.2501529685102811,0.676812550431135,0.407237124838976,0.6014121695956781,0.61947519253454
0.6195961666869236,0.2135839182164312,0.45564063619510153,0.23763073521811673,0.31042048544748235,0.1948734970101309,0.45642688291029665,0.2571650585808963,0.3971401990526089,0.38099461904129667,0.8634436411386577,0.1299227588366743,0.6407987950537962,0.6096568656002975,0.6051992919473315
0.681715383259362,0.16821992375588668,0.41128576453482896,0.10149257065361032,0.2512455172295538,0.13325304790827977,0.47883808770511166,0.12764927774035786,0.5417750482001075,0.236136248086907,0.9240197891522333,0.04600779293319516,0.5831332815188578,0.6102278821974257,0.57980005461731
0.6140601835937132,0.1302239924501352,0.32393689710193274,0.10255368618672403,0.2463487502847835,0.16203866108579418,0.3853868636767866,0.057198664972535104,0.5317465638607474,0.3984754228795076,0.8890756687959631,0.05151312339206332,0.5476692984165354,0.606574905708662,0.590509886384714
0.5530160893277464,0.19540761157521253,0.22528682809158174,0.2100599451357996,0.22893969438453332,0.193574949826713,0.30338680899466364,0.1715641293289497,0.46795431105049246,0.45621452615684255,0.853606669764723,0.0834134999324315,0.5900138207100201,0.6955471198569112,0.6765101460235762
0.6369358767129162,0.18976682692723534,0.29999360340117476,0.15332698266837852,0.22122066943573646,0.16553720402389516,0.38856830624529426,0.15534944278780702,0.4280739415188588,0.5748966904051168,0.8837534171023383,0.08428361402164372,0.4767637529849894,0.6672472000315823,0.7093996708042084
0.5759223349467767,0.18834918921584942,0.148744179689391,0.1137100445123736,0.1748273425928896,0.12224105648590963,0.27743367870715674,0.13392016115699024,0.5817166485604464,0.6178849471978883,0.8443614929798333,0.10840661951895486,0.4731025513645032,0.6021933592192306,0.5961525863755226
0.6199715848230802,0.1706048111465024,0.5223106578357735,0.129307046487114,0.34714212468654515,0.16145066906245792,0.49925649438585157,0.15240841459382798,0.37525375541045697,0.5448870645883321,0.9212848782465312,0.07255911718781236,0.27408995195906427,0.5992472732254807,0.7242268756395827
0.5376484435592922,0.3230095673095105,0.46197148506951996,0.3036477892801993,0.38995277323867406,0.40514971383023257,0.39964971171547686,0.27696290161406195,0.44778558035848975,0.5354855446835147,0.7801472068862548,0.11834650184443928,0.2845163942339334,0.4963905246736958,0.6097664385048883
0.2956925102642664,0.725634513296019,0.21290247193207937,0.2839907505324091,0.4965216010026939,0.6636559751330218,0.1600309388639791,0.48663804566922636,0.3967437396012372,0.3670231840120367,0.49885479247539444,0.4705326304737767,0.11007912515343043,0.2466179746708867,0.27438308955058893
0.5290993565161181,0.4159099714092047,0.38391700515820554,0.3241122599664927,0.3671229794184806,0.35916264802641007,0.3502023489467429,0.3429978094587249,0.4768109366875201,0.4592892051155674,0.7049354560865307,0.2579257714896223,0.4432928485363775,0.5190759885460641,0.51403365777018
0.6460266262609646,0.2259960105536356,0.3434193630123537,0.2350681515800092,0.23525626309521375,0.1682830426544213,0.41077293826425126,0.2578963515915023,0.4199003758969401,0.31837277087611404,0.8371455374373693,0.1270601160862719,0.5084064955211235,0.4888285921873498,0.46866342475624184
0.6802940117321085,0.13683007382603635,0.3777042315461203,0.19717944113317926,0.23576877736745605,0.2128144773175899,0.4522219007956958,0.14416054681093385,0.48319180745655455,0.3175885302832451,0.8919020257930749,0.06589892842865323,0.4550585985944451,0.5279148423960119,0.5340417446185096
0.605598710888574,0.0810376701491931,0.14947014417924778,0.11856413954070862,0.15884332383030061,0.12069130965613072,0.293168379802412,0.09203996402924444,0.4874742779791649,0.19551988888796573,0.8696609014226095,0.05838182643966591,0.38809679742018366,0.4823850836678834,0.4960502198607246
0.5438426236424816,0.18509592193963584,0.21105797731476153,0.23653988842102153,0.2273667324883255,0.23673542734809042,0.28280779432372666,0.16384948710122058,0.4522312090738611,0.15919325946089183,0.8148727875783465,0.06290823285430344,0.4874779252818035,0.6449076815674074,0.6994396826829403
0.4602600207717876,0.13368434951438518,0.20269391647393414,0.19006657299779844,0.2729239814302308,0.15438859158381765,0.2584138990427177,0.161126382265697,0.43593978882517315,0.37032886779557955,0.9212295036843102,0.05740545242867561,0.38040587398224374,0.6267560825629913,0.6721096041355249
